idd,species_id,version_id,flavor_text
281,12,13,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
282,12,14,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
283,12,15,"It collects honey every day. It rubs
honey onto the hairs on its legs
to carry it back to its nest."
284,12,16,"Water-repellent powder on its
wings enables it to collect honey,
even in the heaviest of rains."
285,12,17,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
286,12,18,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
287,12,21,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
288,12,22,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
289,12,23,"It loves the honey of flowers and can locate
flower patches that have even tiny amounts
of pollen."
290,12,24,"The wings are protected by rain-repellent dust.
As a result, this Pokémon can fly about even
in rain."
291,12,25,"Butterfree has a superior ability to search for delicious honey
from flowers. It can even search out, extract, and carry honey
from flowers that are blooming over six miles from its nest."
292,12,26,"Butterfree has a superior ability to search for delicious honey
from flowers. It can even search out, extract, and carry honey
from flowers that are blooming over six miles from its nest."
293,12,28,"When attacked by other Pokémon, it defends
itself by scattering its poisonous scales and
fluttering its wings."
294,12,29,"Its wings are covered in toxic scales. If it finds
bird Pokémon going after Caterpie, Butterfree
sprinkles its scales on them to drive them off."
295,13,1,"Often found in
forests, eating
leaves.It has a sharp
venomous stinger
on its head."
296,13,2,"Often found in
forests, eating
leaves.It has a sharp
venomous stinger
on its head."
297,13,3,"Beware of the
sharp stinger on
its head. Ithides in grass
and bushes where
it eats leaves."
298,13,4,"Its poison stinger
is very powerful.
Its bright-coloredbody is intended
to warn off its
enemies."
299,13,5,"It attacks using a
two-inch poison
barb on its head.It can usually be
found under the
leaves it eats."
300,13,6,"The barb on top of
its head secretes
a strong poison.It uses this toxic
barb to protect
itself."
301,13,7,"WEEDLE has an extremely acute sense
of smell.
It is capable of distinguishing itsfavorite kinds of leaves from those it
dislikes just by sniffing with its big
red proboscis (nose)."
302,13,8,"WEEDLE has an extremely acute sense
of smell.
It is capable of distinguishing itsfavorite kinds of leaves from those it
dislikes just by sniffing with its big
red proboscis (nose)."
303,13,9,"A WEEDLE has an extremely acute sense
of smell. It distinguishes its favorite
kinds of leaves from those it dislikes by
sniffing with its big red proboscis (nose)."
304,13,10,"Often found in forests and grasslands.
It has a sharp, toxic barb of around two
inches on top of its head."
305,13,11,"Often found in forests, eating leaves.
It has a sharp stinger on its head that
injects poison."
306,13,12,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
307,13,13,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
308,13,14,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
309,13,15,"Its poison stinger is very powerful.
Its bright-colored body is intended
to warn off its enemies."
310,13,16,"It attacks using a two-inch poison
barb on its head. It can usually be
found under the leaves it eats."
311,13,17,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
312,13,18,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
313,13,21,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
314,13,22,"It eats its weight in leaves every
day. It fends off attackers with
the needle on its head."
315,13,23,"Often found in forests and grasslands.
It has a sharp, toxic barb of around two inches
on top of its head."
316,13,24,"Its poison stinger is very powerful.
Its bright-colored body is intended to
warn off its enemies."
317,13,25,"Weedle has an extremely acute sense of smell. It is capable of
distinguishing its favorite kinds of leaves from those it dislikes
just by sniffing with its big red proboscis (nose)."
318,13,26,"Weedle has an extremely acute sense of smell. It is capable
of distinguishing its favorite kinds of leaves from those it
dislikes just by sniffing with its big red proboscis (nose)."
319,14,1,"Almost incapable
of moving, this
POKéMON can onlyharden its shell
to protect itself
from predators."
320,14,2,"Almost incapable
of moving, this
POKéMON can onlyharden its shell
to protect itself
from predators."
321,14,3,"Able to move only
slightly. When
endangered, itmay stick out its
stinger and poison
its enemy."
322,14,4,"Although it is a
cocoon, it can
move a little. Itcan extend its
poison barb if it
is attacked."
323,14,5,"From this form,
it will grow into
an adult. As itsbody becomes soft­
er, the external
shell hardens."
324,14,6,"Nearly incapable
of movement, it
leans againststout trees while
waiting for its
evolution."
325,14,7,"KAKUNA remains virtually immobile as it
clings to a tree. However, on the
inside, it is extremely busy as itprepares for its coming evolution.
This is evident from how hot the shell
becomes to the touch."
326,14,8,"KAKUNA remains virtually immobile as it
clings to a tree. However, on the
inside, it is extremely busy as itprepares for its coming evolution.
This is evident from how hot the shell
becomes to the touch."
327,14,9,"It remains virtually immobile while it
clings to a tree. However, on the inside,
it busily prepares for evolution. This is
evident from how hot its shell becomes."
328,14,10,"This POKéMON is in a temporary stage
while making its body. It is almost
completely unable to move on its own."
329,14,11,"Almost incapable of moving, this POKéMON
can only harden its shell to protect
itself when it is in danger."
330,14,12,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
331,14,13,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
332,14,14,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
333,14,15,"Although it is a cocoon, it can
move a little. It can extend its
poison barb if it is attacked."
334,14,16,"From this form, it will grow into
an adult. As its body becomes softer,
the external shell hardens."
335,14,17,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
336,14,18,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
337,14,21,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
338,14,22,"While awaiting evolution, it
hides from predators under
leaves and in nooks of branches."
339,14,23,"Almost incapable of moving, this Pokémon can only
harden its shell to protect itself when it is
in danger."
340,14,24,"While awaiting evolution, it hides from predators
under leaves and in nooks of branches."
341,14,25,"Kakuna remains virtually immobile as it clings to a tree.
However, on the inside, it is extremely busy as it prepares for
its coming evolution. This is evident from how hot the shell
becomes to the touch."
342,14,26,"Kakuna remains virtually immobile as it clings to a tree.
However, on the inside, it is extremely busy as it prepares
for its coming evolution.
This is evident from how hot the shell becomes to the touch."
343,15,1,"Flies at high
speed and attacks
using its largevenomous stingers
on its forelegs
and tail."
344,15,2,"Flies at high
speed and attacks
using its largevenomous stingers
on its forelegs
and tail."
345,15,3,"It has 3 poisonous
stingers on its
forelegs and itstail. They are
used to jab its
enemy repeatedly."
346,15,4,"It can take down
any opponent with
its powerful poi­son stingers. It
sometimes attacks
in swarms."
347,15,5,"It has three
poison barbs.
The barb on itstail secretes the
most powerful
poison."
348,15,6,"It uses sharp,
poisonous stings
to defeat prey,then takes the
victim back to its
nest for food."
349,15,7,"BEEDRILL is extremely territorial.
No one should ever approach its nest -
this is for their own safety.If angered, they will attack in a furious
swarm."
350,15,8,"BEEDRILL is extremely territorial.
No one should ever approach its nest -
this is for their own safety.If angered, they will attack in a furious
swarm."
351,15,9,"A BEEDRILL is extremely territorial.
For safety reasons, no one should 
ever approach its nest. If angered,
they will attack in a swarm."
352,15,10,"May appear in a swarm. Flies at violent
speeds, all the while stabbing with the
toxic stinger on its rear."
353,15,11,"It flies at high speed and attacks using 
the large venomous stingers on its
forelegs and tail."
354,15,12,"Its best attack involves flying
around at high speed, striking with
poison needles, then flying off."
355,15,13,"Its best attack involves flying
around at high speed, striking with
poison needles, then flying off."
356,15,14,"Its best attack involves flying
around at high speed, striking with
poison needles, then flying off."
357,15,15,"It can take down any opponent with
its powerful poison stingers.
It sometimes attacks in swarms."
358,15,16,"It has three poison barbs.
The barb on its tail secretes the
most powerful poison."
359,15,17,"Its best attack involves flying
around at high speed, striking with
poison needles, then flying off."
